Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,LAT,LON,SOG,COG,HEADING,RATE_OF_TURN,Source level
79,14.94311304,996.207536,2328.321354,1,0.2,9,0.256608849,0.888821623,19.56778,68.13243,12.6,149.0,147,0,74.64725135179958
261,253.9116186,16927.44124,163081.6736,1,8.8,9,0.141177316,0.88993523,15.77435,72.89856,13.3,339.6,342,0,57.012537748710784
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,10.57187,72.63533,0.0,360.0,511,-128,90.15911743592525
228,185.8080563,12387.20375,102088.8023,1,12.3,9,0.151048964,0.889853032,22.93883,70.23894,2.0,221.0,223,0,
60,7.59848933,506.5659553,844.25217,1,5.5,9,0.294448637,0.888367459,12.9247,74.80408,5.0,253.5,511,-128,56.51975667208531
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,19.27873,71.54279,3.6,28.6,23,0,68.89613990333088
17,0.303467383,20.23115889,6.738284271,1,6.9,9,0.553172667,0.882772791,20.60166,72.03468,102.3,360.0,183,0,41.34981044654836
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,18.042,68.1105,16.6,326.0,327,0,74.72277479647694
138,57.232391,3815.492733,17451.95696,1,0.1,9,0.194153682,0.889467991,17.48073,69.48042,13.3,136.7,139,0,82.76551095336558
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,17.46217,71.23267,3.1,156.0,147,5,80.46564776055489
85,17.8612487,1190.749913,3042.629171,1,0.1,9,0.247386338,0.888924598,19.57606,71.37472,0.2,260.4,233,0,78.34177028898647
200,137.0207776,9134.718507,64648.87033,1,0.1,9,0.161276161,0.889765623,17.32257,69.37582,16.7,139.6,141,5,86.03250943438312
144,63.31070637,4220.713758,20304.72151,1,0.1,9,0.190065778,0.889506453,20.21762,68.39221,6.7,300.4,297,0,83.14541330875628
180,107.108104,7140.540267,44680.16785,1,6.5,9,0.17,0.889689184,22.62632,69.72735,13.4,239.0,240,0,64.93289794036595
59,7.28871014,485.9140093,793.1536328,1,6.6,9,0.29693348,0.888335713,16.32303,70.48177,11.5,136.0,138,-5,54.51375069259227
189,120.0665712,8004.43808,53029.12501,2,1.0,9,0.165903012,0.889725302,22.48564,69.84083,0.2,168.7,511,-128,72.5247055893415
67,9.97769946,665.179964,1270.360338,1,0.3,9,0.278642766,0.888563658,19.34283,68.65977,13.5,141.0,141,0,71.33087122794284
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,21.06608,66.311,12.9,61.9,64,3,69.47218848487199
40,2.75652947,183.7686313,184.4697922,1,0.2,9,0.360624458,0.887426191,18.92459,72.8559,18.7,311.6,316,127,68.08322858396753
64,8.91247548,594.165032,1072.454364,1,0.3,9,0.285098667,0.888484696,21.57294,68.00478,19.1,149.3,149,0,70.89458450277213
162,83.62086605,5574.724403,30821.46591,2,0.1,9,0.179195734,0.889606668,22.54801,70.03078,0.0,360.0,511,-128,81.17940951921747
174,98.92125956,6594.750637,39656.62541,1,16.0,9,0.172906193,0.889663325,22.61058,69.83709,0.2,304.4,511,-128,
59,7.28871014,485.9140093,793.1536328,1,6.8,9,0.29693348,0.888335713,16.27221,68.62044,7.9,336.7,337,0,54.11071225869655
32,1.563919229,104.2612819,78.83204227,1,0.3,9,0.403190402,0.886694047,18.8896,71.4444,14.4,270.0,271,0,64.09079719929795
248,225.6955829,15046.37219,136667.7007,1,12.3,9,0.144830268,0.889905057,22.63738,69.14285,14.1,88.5,87,0,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.49376,74.45679,18.8,137.1,138,0,70.04475946502585
39,2.585651111,172.3767407,167.5854015,1,0.1,9,0.365218586,0.887352551,18.71037,72.34005,0.2,358.2,511,-128,70.8423310853544
30,1.325937091,88.39580607,61.54115999,1,0.5,9,0.416413256,0.886441567,18.94712,72.3046,7.7,286.5,290,-12,61.219259254730396
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,19.38444,71.22201,0.4,360.0,237,0,76.38149581220101
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,21.98742,67.5509,10.5,276.0,275,0,79.5653681051594
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,7.830763,77.24112,16.6,298.6,301,-5,85.67803270087632
26,0.917844761,61.18965071,35.44338143,1,0.5,9,0.44729959,0.885797156,20.34612,66.3146,12.9,142.0,144,0,59.76148919629162
188,118.5863348,7905.755653,52051.50228,1,0.1,9,0.166343659,0.889721436,8.085181,76.42628,13.7,302.3,302,7,85.49474627575165
171,94.96250781,6330.833854,37300.06266,1,0.2,9,0.17441632,0.889649808,16.14306,66.62489,18.0,142.0,141,0,81.65529290726778
199,135.4284091,9028.560607,63525.18868,1,15.9,9,0.161680869,0.889762116,23.01127,70.22314,0.0,262.3,170,0,
200,137.0207776,9134.718507,64648.87033,1,0.1,9,0.161276161,0.889765623,17.32187,69.37645,16.6,140.1,141,5,86.03250943438312
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,18.54761,72.23235,0.0,180.2,281,-19,68.86216464187709
46,3.918878198,261.2585465,312.6971671,1,0.2,9,0.336284041,0.887797101,18.54134,65.45007,14.5,131.7,129,0,69.46111824960902
199,135.4284091,9028.560607,63525.18868,2,7.5,9,0.161680869,0.889762116,22.04183,68.2325,16.1,333.0,335,-8,60.474017413195334
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,22.59131,69.2576,11.2,115.4,115,0,76.51785318142954
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,21.57202,68.00536,19.1,149.5,149,0,75.66595194535125
107,31.16405894,2077.603929,7012.329651,1,0.2,9,0.220492228,0.889209433,19.18049,70.98361,0.0,317.3,511,-128,77.45530610185556
67,9.97769946,665.179964,1270.360338,1,6.8,9,0.278642766,0.888563658,24.76832,67.3339,0.0,200.0,511,-128,55.325837981568256
199,135.4284091,9028.560607,63525.18868,2,7.4,9,0.161680869,0.889762116,22.00255,65.87375,11.9,287.0,283,0,60.76160768884574
79,14.94311304,996.207536,2328.321354,1,0.4,9,0.256608849,0.888821623,19.55862,71.38594,0.2,273.9,170,0,71.63661776426719
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,21.05817,68.51231,14.1,332.7,335,0,68.86216464187709
274,283.9511963,18930.07975,192862.0829,1,7.4,9,0.137787523,0.889962979,22.63275,69.80368,3.3,237.0,241,0,66.5094936705203
250,229.9184786,15327.89857,140521.2854,2,12.1,9,0.144249783,0.88990987,22.16251,67.68507,7.1,137.5,140,0,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,16.91883,69.82661,12.0,140.0,140,0,59.50062418547834
82,16.36518623,1091.012415,2668.472465,1,0.3,9,0.251871047,0.888874877,9.422178,73.70415,16.2,301.7,304,-3,73.23510177457027
189,120.0665712,8004.43808,53029.12501,2,0.1,9,0.165903012,0.889725302,22.48564,69.84082,0.0,289.5,511,-128,82.53066112198647
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.08035,72.62995,0.2,314.5,310,0,70.04475946502585
274,283.9511963,18930.07975,192862.0829,1,8.4,9,0.137787523,0.889962979,22.6153,69.39919,14.9,255.0,256,0,62.20140257723735
183,111.3368498,7422.456653,47352.14884,1,0.1,9,0.168600799,0.889701563,20.61483,69.48933,11.8,335.0,335,5,85.25960586904853
147,66.47854532,4431.903021,21847.59116,1,11.0,9,0.188116334,0.889524644,24.6704,65.57433,9.1,98.0,103,0,
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,18.71961,65.48875,9.4,133.5,132,0,74.38469542254707
174,98.92125956,6594.750637,39656.62541,2,0.3,9,0.172906193,0.889663325,22.44088,61.69917,15.3,301.0,299,0,77.03660002303954
190,121.5569469,8103.79646,54019.55148,2,6.1,9,0.16546585,0.889729133,22.44874,69.66994,0.0,197.6,90,-128,63.103245831134586
181,108.5076342,7233.84228,45558.74379,1,12.1,9,0.169529736,0.88969335,6.762603,78.25136,9.1,297.4,300,0,
146,65.41302545,4360.868363,21324.44089,1,11.2,9,0.188759469,0.889518653,6.916217,78.14083,14.4,116.0,117,0,
149,68.63838194,4575.892129,22920.90991,1,11.6,9,0.186849543,0.889536413,6.942325,77.35858,7.6,289.6,292,7,
164,86.07223073,5738.148715,32186.6581,1,12.2,9,0.178099725,0.88961661,7.400998,77.54752,17.0,116.4,115,0,
78,14.48538936,965.692624,2222.166307,1,0.1,9,0.258248539,0.888803016,7.694638,76.83533,14.0,300.4,302,0,77.53809855552153
126,46.09289147,3072.859431,12613.40173,1,0.4,9,0.203188864,0.88938143,7.240792,75.61497,12.0,284.0,284,8,75.92789012187703
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,6.416,77.94745,13.5,283.8,286,0,76.51785318142954
240,209.2310216,13948.73477,121988.9271,1,11.4,9,0.147224319,0.889885127,4.417988,74.10221,11.9,63.8,58,14,
180,107.108104,7140.540267,44680.16785,1,6.9,9,0.17,0.889689184,4.218214,73.48121,0.0,360.0,511,-128,64.1253239262312
180,107.108104,7140.540267,44680.16785,1,6.2,9,0.17,0.889689184,7.434303,76.26091,8.2,297.6,296,0,65.4718830882644
71,11.50626795,767.08453,1573.196688,1,0.1,9,0.270679895,0.888658897,6.872567,73.55237,13.0,165.0,164,0,76.65211551560853
37,2.262919394,150.8612929,137.209735,1,0.4,9,0.374959457,0.887192328,20.03456,70.38468,16.9,247.9,248,4,64.29735497067487
299,346.9019568,23126.79712,260430.2472,1,0.1,9,0.131901453,0.890010596,21.24577,66.7845,12.0,261.0,260,0,89.46180524532467
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,21.19817,72.2683,16.4,25.6,29,-1,90.15911743592525
170,93.66279258,6244.186172,36536.92149,1,0.7,9,0.174928557,0.889645211,16.42201,69.15524,15.4,324.8,328,0,76.1610928778801
193,126.089021,8405.934733,57068.59857,1,11.3,9,0.164174809,0.88974042,21.10316,72.51617,0.0,0.0,511,-128,
67,9.97769946,665.179964,1270.360338,1,0.4,9,0.278642766,0.888563658,19.33499,72.01701,0.0,19.5,269,0,70.08126342429021
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,20.08201,71.97799,0.7,346.6,260,-5,74.99612755845006
92,21.64418334,1442.945556,4058.757505,2,0.1,9,0.237788726,0.889028814,22.50373,69.83404,11.1,304.2,511,-128,76.06635931963399
189,120.0665712,8004.43808,53029.12501,2,0.3,9,0.165903012,0.889725302,22.48564,69.84083,0.1,182.7,511,-128,77.75929367940736
79,14.94311304,996.207536,2328.321354,1,0.3,9,0.256608849,0.888821623,20.20452,72.49971,11.2,352.7,350,0,72.8862255679198
59,7.28871014,485.9140093,793.1536328,1,6.7,9,0.29693348,0.888335713,16.27958,64.59787,12.9,30.0,31,0,54.31593747437208
73,12.31760526,821.173684,1742.491715,1,0.2,9,0.266946201,0.888702757,18.86529,72.85928,0.0,300.6,511,-128,73.90425451631242
174,98.92125956,6594.750637,39656.62541,1,16.0,9,0.172906193,0.889663325,22.61171,69.59267,10.9,107.3,107,0,
227,183.9247607,12261.65071,100540.6291,1,11.4,9,0.151381305,0.889850228,23.68088,61.99212,10.5,291.8,289,0,
225,180.1897095,12012.6473,97493.638,2,0.1,9,0.152052622,0.889844557,22.47018,69.08092,0.1,265.2,511,-128,84.03830441502882
250,229.9184786,15327.89857,140521.2854,1,13.7,9,0.144249783,0.88990987,22.88495,64.16145,15.6,108.0,110,7,
190,121.5569469,8103.79646,54019.55148,2,3.9,9,0.16546585,0.889729133,22.48054,69.68169,0.3,176.3,329,127,66.2973763425393
179,105.7186097,7047.907313,43813.55204,1,0.1,9,0.170474199,0.889684979,20.66578,72.26085,0.2,258.2,511,-128,85.06642639365892
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,20.16894,68.75929,9.8,307.2,308,0,74.72277479647694
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,21.98705,67.5545,10.5,275.0,275,0,79.5653681051594
255,240.6632288,16044.21525,150485.9337,1,0.1,9,0.142828569,0.889921626,21.10648,72.65982,0.0,224.5,511,-128,88.11768357452092
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,20.14476,71.74995,0.1,120.4,99,0,75.66595194535125
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,14.42194,70.05242,20.6,132.9,132,0,74.38469542254707
25,0.829458471,55.29723138,30.44901644,1,0.1,9,0.456157867,0.885596614,18.54763,72.23235,0.1,353.0,282,-22,66.3497759800798
39,2.585651111,172.3767407,167.5854015,1,0.1,9,0.365218586,0.887352551,18.71037,72.34014,0.2,187.9,511,-128,70.8423310853544
189,120.0665712,8004.43808,53029.12501,1,10.3,9,0.165903012,0.889725302,15.2161,71.76455,16.5,137.0,135,0,
118,39.40793459,2627.195639,9971.415403,1,8.7,9,0.209963677,0.889315083,22.92016,62.85424,12.8,115.0,113,0,51.81533169525246
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,19.4992,71.41118,0.2,310.4,347,0,85.58691192091233
141,60.22879685,4015.253123,18840.28986,1,12.5,9,0.192077112,0.889487583,20.43839,71.81705,1.8,212.5,225,4,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,18.91012,72.85231,0.0,0.0,511,-128,65.85182298317775
299,346.9019568,23126.79712,260430.2472,1,0.1,9,0.131901453,0.890010596,21.24558,66.78332,12.0,261.0,260,0,89.46180524532467
366,549.9027308,36660.18205,519768.688,1,18.2,9,0.119218768,0.890110824,20.60165,72.03468,102.3,360.0,183,0,
339,462.0214572,30801.43048,400289.7937,1,12.4,9,0.123875473,0.890074393,22.88467,64.16233,15.6,108.0,110,0,
85,17.8612487,1190.749913,3042.629171,1,0.1,9,0.247386338,0.888924598,19.5765,71.43985,0.3,231.3,511,-128,78.34177028898647
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,22.8398,60.47223,18.3,131.0,132,0,
280,298.4350463,19895.66975,207805.0188,1,17.8,9,0.136303233,0.889975054,22.73815,69.69154,0.1,350.7,271,0,
32,1.563919229,104.2612819,78.83204227,1,0.5,9,0.403190402,0.886694047,18.89948,72.05159,16.8,268.0,268,0,61.87172581703255
78,14.48538936,965.692624,2222.166307,1,0.2,9,0.258248539,0.888803016,19.33499,72.01701,0.1,112.0,268,0,74.5277568968222
250,229.9184786,15327.89857,140521.2854,1,12.4,9,0.144249783,0.88990987,22.67527,67.30131,12.7,285.7,282,0,
144,63.31070637,4220.713758,20304.72151,1,0.1,9,0.190065778,0.889506453,20.21682,68.39366,6.7,300.4,297,0,83.14541330875628
190,121.5569469,8103.79646,54019.55148,2,0.4,9,0.16546585,0.889729133,22.48564,69.84083,0.1,180.3,511,-128,76.55563671804077
47,4.135995284,275.7330189,339.0403213,1,0.2,9,0.332687317,0.887849315,19.34528,68.6577,13.5,142.0,141,0,69.67178107633147
220,171.0356456,11402.37637,90159.44822,1,0.1,9,0.153770786,0.889829996,21.01981,72.63263,0.2,171.0,511,-128,86.85549381190306
52,5.32510227,355.006818,495.3055885,1,0.2,9,0.316288573,0.888079526,19.32708,72.03602,0.4,254.2,48,0,70.65716568721068
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,20.55617,70.316,13.5,115.0,112,0,70.04475946502585
275,286.3379219,19089.19479,195298.8121,1,12.5,9,0.137536772,0.889965022,22.8358,66.46995,16.4,102.9,104,0,
262,256.1574077,17077.16051,165250.0798,1,9.6,9,0.140907636,0.889937447,16.55145,72.63428,12.4,334.6,334,-127,
229,187.7018765,12513.45843,103653.5595,2,0.5,9,0.150718802,0.889855815,22.44875,69.66994,0.0,197.6,90,-128,77.1990407362344
128,47.85620189,3190.413459,13344.08011,1,5.6,9,0.201595201,0.889396855,23.79121,61.02021,13.0,35.7,37,0,63.411803853688866
292,328.5840416,21905.60277,240077.2453,1,6.4,9,0.1334731,0.889997951,22.65577,69.15421,12.9,91.0,90,0,69.26560982474726
333,443.6120306,29574.13537,376605.165,1,13.2,9,0.124986486,0.890065638,22.63894,69.0452,20.0,264.3,265,0,
333,443.6120306,29574.13537,376605.165,1,13.9,9,0.124986486,0.890065638,22.65888,70.02833,0.1,75.9,511,-128,
190,121.5569469,8103.79646,54019.55148,1,10.1,9,0.16546585,0.889729133,24.83372,66.96995,0.0,59.0,277,0,
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,19.24301,71.44202,4.0,86.7,511,-128,69.9382275393228
186,115.6562355,7710.4157,50134.29093,1,9.4,9,0.167235588,0.889713598,22.75415,63.35653,14.3,293.0,293,4,
30,1.325937091,88.39580607,61.54115999,1,0.2,9,0.416413256,0.886441567,18.94662,72.30637,7.7,286.5,290,-12,65.1993564208756
32,1.563919229,104.2612819,78.83204227,1,4.5,9,0.403190402,0.886694047,18.53818,72.92694,0.1,181.1,511,-128,51.750125991751176
339,462.0214572,30801.43048,400289.7937,1,12.1,9,0.123875473,0.890074393,22.844,68.08833,12.1,105.0,101,0,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,20.16953,68.75848,9.8,308.0,308,0,74.72277479647694
35,1.965113063,131.0075375,111.0356943,1,0.1,9,0.385523762,0.887011995,18.83877,72.66248,8.3,272.2,274,0,69.76287797143875
289,320.8986836,21393.24557,231703.8244,1,9.7,9,0.134164079,0.889992376,22.64053,69.1059,18.7,250.0,246,0,
72,11.90798626,793.8657507,1656.299177,1,0.5,9,0.268793601,0.888681118,18.78069,67.38947,11.6,145.1,144,0,69.79390491405678
26,0.917844761,61.18965071,35.44338143,1,0.2,9,0.44729959,0.885797156,20.34418,72.01858,0.1,315.2,237,0,63.741586362436834
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,22.83928,60.47285,18.3,131.0,132,0,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,18.60505,71.02504,0.1,331.4,511,-128,68.86216464187709
59,7.28871014,485.9140093,793.1536328,1,0.7,9,0.29693348,0.888335713,18.85867,72.56275,13.9,311.8,314,0,66.43409463574336
102,27.77305436,1851.536957,5899.521184,2,3.2,9,0.225831796,0.889154632,22.21827,64.88661,12.5,316.0,316,0,61.76595229969523
79,14.94311304,996.207536,2328.321354,1,0.1,9,0.256608849,0.888821623,19.56957,68.13103,12.5,149.0,147,0,77.65759301049891
59,7.28871014,485.9140093,793.1536328,1,0.2,9,0.29693348,0.888335713,18.801,72.57779,18.0,13.0,14,5,71.87677128895092
67,9.97769946,665.179964,1270.360338,1,6.8,9,0.278642766,0.888563658,12.89599,74.65009,0.6,281.1,511,-128,55.325837981568256
32,1.563919229,104.2612819,78.83204227,1,0.4,9,0.403190402,0.886694047,18.57425,72.18541,0.2,236.4,306,13,62.84118939564535
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,18.06153,70.6358,20.8,329.0,329,0,85.58691192091233
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,17.4189,72.74165,10.3,350.0,353,-5,85.67803270087632
333,443.6120306,29574.13537,376605.165,1,10.8,9,0.124986486,0.890065638,22.81655,63.13486,13.6,113.0,113,0,
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,18.90862,72.31161,7.4,351.2,511,-128,68.89613990333088
193,126.089021,8405.934733,57068.59857,1,10.7,9,0.164174809,0.88974042,20.54067,71.81612,7.9,55.0,53,0,
47,4.135995284,275.7330189,339.0403213,1,0.2,9,0.332687317,0.887849315,19.37351,72.0097,0.2,52.3,302,0,69.67178107633147
332,440.5831748,29372.21165,372754.7279,1,14.1,9,0.125174577,0.890064154,22.61588,69.20068,15.8,116.0,116,0,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,18.97432,72.91939,4.7,70.8,511,-128,85.58691192091233
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,12.2838,72.44047,16.3,310.0,311,0,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,18.97128,72.95378,0.1,73.2,31,0,85.58691192091233
228,185.8080563,12387.20375,102088.8023,1,9.8,9,0.151048964,0.889853032,22.67558,67.30014,12.7,285.0,282,0,
180,107.108104,7140.540267,44680.16785,1,8.2,9,0.17,0.889689184,22.94921,68.53854,0.6,48.5,208,0,59.84496075744388
190,121.5569469,8103.79646,54019.55148,2,0.2,9,0.16546585,0.889729133,22.48564,69.84083,0.1,182.2,511,-128,79.56627030557317
183,111.3368498,7422.456653,47352.14884,1,0.1,9,0.168600799,0.889701563,20.61234,69.49064,11.9,335.0,335,13,85.25960586904853
25,0.829458471,55.29723138,30.44901644,1,0.3,9,0.456157867,0.885596614,18.54823,68.63903,13.4,125.0,126,0,61.578408537500664
59,7.28871014,485.9140093,793.1536328,1,0.4,9,0.29693348,0.888335713,18.85914,72.56219,13.9,311.3,315,0,68.86613770141851
292,328.5840416,21905.60277,240077.2453,1,6.6,9,0.1334731,0.889997951,22.65573,69.15532,12.9,91.0,90,0,68.88948718829917
226,182.0519816,12136.79877,99008.94071,1,15.3,9,0.15171585,0.889847403,13.32818,73.37164,12.9,324.0,326,0,
70,11.11241561,740.8277073,1493.117592,1,0.4,9,0.272606467,0.888636069,18.80195,72.57801,18.0,13.0,14,-5,70.4968779351978
189,120.0665712,8004.43808,53029.12501,1,0.1,9,0.165903012,0.889725302,20.1043,86.76154,0.0,127.0,240,0,85.54096107862628
171,94.96250781,6330.833854,37300.06266,1,0.2,9,0.17441632,0.889649808,16.14829,68.97526,11.2,337.4,338,0,81.65529290726778
38,2.42113607,161.4090713,151.8483564,1,0.4,9,0.369992888,0.887274726,18.71037,72.34006,0.1,6.7,511,-128,64.56307194211391
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,19.67649,72.07172,8.5,356.5,511,-128,76.51785318142954
54,5.850000312,390.0000208,570.3154444,1,0.1,9,0.310376116,0.888159502,19.38446,71.22208,0.3,360.0,237,0,74.03328798734134
68,10.34816741,689.8778273,1341.765027,1,0.3,9,0.276586334,0.888588479,18.69593,70.62479,12.1,154.7,153,0,71.4716123808065
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,21.5791,69.02748,13.2,147.0,147,0,75.81379931634147
239,207.2208585,13814.7239,120235.1644,1,16.6,9,0.147531998,0.889882557,18.53817,72.92693,0.1,178.7,511,-128,
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,21.48095,66.59197,12.8,138.4,139,0,75.66595194535125
240,209.2310216,13948.73477,121988.9271,1,11.0,9,0.147224319,0.889885127,11.81798,62.25934,15.6,283.6,286,5,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,18.57387,72.18639,0.0,220.0,111,127,65.85182298317775
241,211.2518117,14083.45411,123760.4733,1,12.3,9,0.146918556,0.889887679,23.0113,70.22319,0.1,262.3,170,0,
